"Índice de Gini 2000","Índice de Gini 2010","Taxa de atividade - 18 anos ou mais 2000","Taxa de atividade - 18 anos ou mais 2010","% dos ocupados com fundamental completo - 18 anos ou mais 2000","% dos ocupados com fundamental completo - 18 anos ou mais 2010","% dos ocupados com médio completo - 18 anos ou mais 2000","% dos ocupados com médio completo - 18 anos ou mais 2010","Esperança de vida ao nascer 2000","Esperança de vida ao nascer 2010","Mortalidade infantil 2000","Mortalidade infantil 2010","IDHM 2000","IDHM 2010","Probabilidade de sobrevivência até 60 anos 2000","Probabilidade de sobrevivência até 60 anos 2010","Taxa de envelhecimento 2000","Taxa de envelhecimento 2010","Taxa de analfabetismo - 15 anos ou mais 2000","Taxa de analfabetismo - 15 anos ou mais 2010","Expectativa de anos de estudo 2000","Expectativa de anos de estudo 2010","% de 18 a 24 anos no fundamental REGULAR SERIADO 2000","% de 18 a 24 anos no fundamental REGULAR SERIADO 2010","% de 18 a 24 anos no médio REGULAR SERIADO 2000","% de 18 a 24 anos no médio REGULAR SERIADO 2010","% de extremamente pobres 2000","% de extremamente pobres 2010","% de pobres 2000","% de pobres 2010","% de vulneráveis à pobreza 2000","% de vulneráveis à pobreza 2010","Renda per capita dos extremamente pobres 2000","Renda per capita dos extremamente pobres 2010","Renda per capita dos pobres 2000","Renda per capita dos pobres 2010","Renda per capita dos vulneráveis à pobreza 2000","Renda per capita dos vulneráveis à pobreza 2010"
37.6303785127471,11.9769977510708,-3.73636423325941,-0.204453116013533,5.34953941408463,5.53850611289662,5.02579448225821,3.79623823851084,-1.43864574562963,-3.06006048714375,4.62334317255854,-1.95980442385472,1.92304502645927,1.41462817435077,0.717301925424091,0.497244443118009,-1.0544378827361,-1.19709857671447,-0.865516392560938,1.09597504478273,-0.161675809741961,0.175206802622113,0.549765357786163,0.740461560534247,0.309841406037725,-0.0178889288891956,-23.5233671263386,-11.3368096418563,-9.22624086236516,-9.17623495558411,1.0484539591288,-3.55181911446782,50.8649551263056,11.9498259844375,48.4584506287967,21.7566972088768,32.1883508891119,20.0454288256504
11.9769977510708,24.4251144516549,3.44833342970713,-5.12447462291421,-0.493699967232907,2.4623586460663,0.608863107084968,1.78352980530628,6.25459637638864,-1.18040758292341,2.31058841724767,3.02187951002884,-3.18450197441928,-0.826180936517024,-2.01391103206387,0.118787633190141,-1.86259373595196,-2.25552537397696,-0.748272987792858,0.206415591166193,-1.14064382358994,-0.392204385816016,3.21531300965417,2.74610230249434,-1.74742906888612,2.4812084621167,-16.3082914604734,-23.6302868301788,-9.60121248183665,-21.720872313425,-1.7863602757161,-11.5666063864117,16.5715825884733,25.2785776132264,22.7002267432977,39.4599418633793,19.0524632963481,40.2883422053423
-3.73636423325941,3.44833342970713,50.4591427983593,19.15762213532,-1.73818571068835,2.0341865953998,-2.50986070565204,0.383580871542435,2.34778049878325,-6.8492929019418,-3.42218647455899,-2.34701172018916,4.15412538168686,1.9142480064614,-1.18672186224019,1.02214149003837,-1.88339821565471,-2.6283921056804,6.64305301982627,6.05076604539765,0.20273487568713,-0.287517997526613,-1.53653904537714,0.224389239041833,0.341652241623408,1.27922990503761,12.4383950384905,-0.509796808472934,12.0771316203668,2.01396614127404,9.35113354069244,5.61045937452785,-26.7262888486958,-3.83317222573044,-24.4774454470516,-3.52617814575263,-18.5072961176712,-2.01208620395233
-0.204453116013533,-5.12447462291421,19.15762213532,57.8163971967039,16.6020985351183,10.1663911675592,11.3573039020196,6.85058343247399,-15.8882483092038,-19.3190183746231,-16.8804828810769,-17.3127043432101,14.5501317050514,11.621389901021,4.31858317879329,3.11691001622189,-1.52356635914099,-2.40692415239246,22.1509865163733,20.2259498845069,1.66059066728595,0.134462434426958,-4.19343092075525,-2.33135957032209,4.87115296380511,-1.27764893071719,34.2415534253423,35.0328744906023,32.1480102768664,37.9078696420055,21.8068579447138,34.3065466925446,-30.974874777466,-40.5409898638141,-42.7441053377972,-58.0098100657692,-39.4276053252931,-56.3231531542137
5.34953941408463,-0.493699967232907,-1.73818571068835,16.6020985351183,83.6842634867355,72.6998448705824,58.2785854705077,61.2593331880887,-72.2767121516354,-79.0605461049552,-48.2145682026692,-73.981927572313,50.8847733157747,32.9975577670751,21.9478835949105,13.1910921716809,-0.914597305202133,-2.05782596549445,54.7299376002676,44.2474608543941,7.0082970393659,2.19139343986679,-19.8051287987597,-8.59360910918125,24.1719910224234,-6.67034737160679,72.595610601988,57.5540130334367,73.8511144575616,70.574044662415,52.4185627661704,64.118525192359,-45.4928381604186,-30.8349452148442,-77.3911475465959,-84.3444903194917,-79.1826964163663,-99.120926391676
5.53850611289662,2.4623586460663,2.0341865953998,10.1663911675592,72.6998448705824,86.0183652433811,49.4745176113164,68.66261591635,-71.4896415096134,-79.9830667043766,-49.7816827430439,-74.7998845711108,47.0429224296642,35.059731929136,22.4072786726655,13.385908241514,-2.19540014008398,-3.50331619981335,56.452392203733,47.9119980018292,7.05382360449189,2.87485371533419,-16.2286843407504,-10.6912794203085,22.7887728738542,-4.30314564443292,62.0019392677208,47.9825202998033,63.3796048197468,61.7732028452032,45.1908806240794,56.9594476449664,-38.9775105502309,-20.4170447763549,-66.8189056270947,-68.6331650310214,-68.1206199294675,-84.5936508873826
5.02579448225821,0.608863107084968,-2.50986070565204,11.3573039020196,58.2785854705077,49.4745176113164,43.9468587059754,42.909938173443,-50.1102615988325,-56.0239782031936,-32.823544651791,-52.6119110304964,35.1550547866377,22.6515899934621,15.0870133285659,9.34341615486741,-0.273315057861584,-0.97579223492232,37.843367967915,30.4784395363239,4.81089679436661,1.30329884575281,-12.4585280169117,-5.34217591216049,15.9713601165322,-4.67693164361312,50.380957943377,39.4556589001589,51.9405296340096,48.8264273515362,37.7514881081342,45.106209217936,-30.6460761820796,-20.2843046970008,-52.7374719603112,-57.1438003575488,-54.288489295563,-67.5646996557195
3.79623823851084,1.78352980530628,0.383580871542435,6.85058343247399,61.2593331880887,68.66261591635,42.909938173443,59.4619540967257,-58.845118495733,-65.9786877703141,-41.0852234129724,-62.2833828756449,39.3197212496759,28.5734936396403,18.2832175139167,11.0363802947297,-0.982010238254677,-1.78153141232378,45.3328126801801,37.6322603598411,5.90372514137414,2.24745344051343,-13.5627187571387,-8.65644324699485,19.2164237047206,-5.06528397260248,52.8491297507774,40.4031209328237,53.8541168988653,52.0702219129141,38.2758865431092,48.2217946202904,-32.9667407403209,-18.6099368574409,-56.450967514253,-57.1396029687443,-57.5199205113077,-70.7047655850484
-1.43864574562963,6.25459637638864,2.34778049878325,-15.8882483092038,-72.2767121516354,-71.4896415096134,-50.1102615988325,-58.845118495733,220.024493517754,179.149233928515,159.999227019348,179.570005999414,-61.8511062491806,-41.2557579971778,-67.4720757369232,-30.5491228111171,-3.05526682068875,-3.06541155791914,-54.78517385076,-44.0424156688802,-9.00677621566809,-3.00016768993759,23.7175056201868,13.7179086319498,-20.3428902861542,10.462754842185,-85.7751308974847,-66.9967757187189,-88.8165249458701,-85.7507698087783,-59.8684775438334,-79.170240902474,41.3785350969882,37.2371209098931,85.5635837366001,94.2832282609157,95.2810717641765,115.743761868074
-3.06006048714375,-1.18040758292341,-6.8492929019418,-19.3190183746231,-79.0605461049552,-79.9830667043766,-56.0239782031936,-65.9786877703141,179.149233928515,323.482506312539,148.941975294148,309.990485980274,-61.1970397173873,-49.5764806252149,-54.5353528821691,-55.0825645185295,-1.25303940968344,-1.14505897215362,-68.8403149915439,-57.1330424629645,-8.02276187223651,-1.86670147804621,19.8416570233846,10.5760623738025,-23.7659838266154,7.31332437953833,-92.2129730500485,-65.9772261794647,-95.6739279973934,-88.8724196042815,-66.0876355052007,-85.9398091600813,50.6694488370076,21.1473126253071,96.9945675496034,88.2202556980804,103.656566716888,115.102884122198
