"Índice de Gini 2010","Taxa de atividade - 18 anos ou mais 2010","% dos ocupados com fundamental completo - 18 anos ou mais 2010","% dos ocupados com médio completo - 18 anos ou mais 2010","Esperança de vida ao nascer 2010","Mortalidade infantil 2010","IDHM 2010","Probabilidade de sobrevivência até 60 anos 2010","Taxa de envelhecimento 2010","Taxa de analfabetismo - 15 anos ou mais 2010","Expectativa de anos de estudo 2010","% de 18 a 24 anos no fundamental REGULAR SERIADO 2010","% de 18 a 24 anos no médio REGULAR SERIADO 2010","% de extremamente pobres 2010","% de pobres 2010","% de vulneráveis à pobreza 2010","Renda per capita dos extremamente pobres 2010","Renda per capita dos pobres 2010","Renda per capita dos vulneráveis à pobreza 2010"
24.4251144516549,-5.12447462291421,2.4623586460663,1.78352980530628,-1.18040758292341,3.02187951002884,-0.826180936517024,0.118787633190141,-2.25552537397696,0.206415591166193,-0.392204385816016,2.74610230249434,2.4812084621167,-23.6302868301788,-21.720872313425,-11.5666063864117,25.2785776132264,39.4599418633793,40.2883422053423
-5.12447462291421,57.8163971967039,10.1663911675592,6.85058343247399,-19.3190183746231,-17.3127043432101,11.621389901021,3.11691001622189,-2.40692415239246,20.2259498845069,0.134462434426958,-2.33135957032209,-1.27764893071719,35.0328744906023,37.9078696420055,34.3065466925446,-40.5409898638141,-58.0098100657692,-56.3231531542137
2.4623586460663,10.1663911675592,86.0183652433811,68.66261591635,-79.9830667043766,-74.7998845711108,35.059731929136,13.385908241514,-3.50331619981335,47.9119980018292,2.87485371533419,-10.6912794203085,-4.30314564443292,47.9825202998033,61.7732028452032,56.9594476449664,-20.4170447763549,-68.6331650310214,-84.5936508873826
1.78352980530628,6.85058343247399,68.66261591635,59.4619540967257,-65.9786877703141,-62.2833828756449,28.5734936396403,11.0363802947297,-1.78153141232378,37.6322603598411,2.24745344051343,-8.65644324699485,-5.06528397260248,40.4031209328237,52.0702219129141,48.2217946202904,-18.6099368574409,-57.1396029687443,-70.7047655850484
-1.18040758292341,-19.3190183746231,-79.9830667043766,-65.9786877703141,323.482506312539,309.990485980274,-49.5764806252149,-55.0825645185295,-1.14505897215362,-57.1330424629645,-1.86670147804621,10.5760623738025,7.31332437953833,-65.9772261794647,-88.8724196042815,-85.9398091600813,21.1473126253071,88.2202556980804,115.102884122198
3.02187951002884,-17.3127043432101,-74.7998845711108,-62.2833828756449,309.990485980274,307.379297316473,-47.8821381350024,-52.9753417679709,-3.68226969407644,-53.0046879336251,-1.92549263847726,12.2140604323532,9.18332782883889,-66.5042333049022,-87.8601746045967,-83.1895196451142,28.6309613567559,88.2601361744992,114.277320147498
-0.826180936517024,11.621389901021,35.059731929136,28.5734936396403,-49.5764806252149,-47.8821381350024,18.7225957660193,8.35814851295233,6.12772574620115e-05,22.2419463813505,1.69652510164327,-7.04396225325976,-3.47493495608153,29.6055235469163,37.0331361898526,33.7988350142789,-18.7477308711158,-41.6083974739954,-50.2703695915702
0.118787633190141,3.11691001622189,13.385908241514,11.0363802947297,-55.0825645185295,-52.9753417679709,8.35814851295233,9.39285769348905,0.252029440236122,9.56402504904183,0.319218081589434,-1.82534564069455,-1.24963569632555,11.0865700864131,14.8913537242254,14.3516496406501,-3.60937980162934,-14.7723080623351,-19.2805511023448
-2.25552537397696,-2.40692415239246,-3.50331619981335,-1.78153141232378,-1.14505897215362,-3.68226969407644,6.12772574620115e-05,0.252029440236122,3.49250085278374,-2.69663002137011,0.21227126587292,-1.23722509807588,-0.743098093197813,1.1721759044059,2.20097427354365,2.03963523643601,-3.30018806276705,1.54458667813528,-0.771458504304006
0.206415591166193,20.2259498845069,47.9119980018292,37.6322603598411,-57.1330424629645,-53.0046879336251,22.2419463813505,9.56402504904183,-2.69663002137011,44.485974716117,1.22365797263109,-5.54403872429695,-2.11560125814436,35.2567081814513,44.0702498427864,40.2131618755211,-17.124353695364,-50.7786561089986,-60.8830088608926
-0.392204385816016,0.134462434426958,2.87485371533419,2.24745344051343,-1.86670147804621,-1.92549263847726,1.69652510164327,0.319218081589434,0.21227126587292,1.22365797263109,0.627882046929686,-1.16047139520034,-0.0481225684424938,1.50705831211555,2.02412474275969,1.79937054729746,-2.13314961495723,-2.11102060584877,-2.67742356089883
2.74610230249434,-2.33135957032209,-10.6912794203085,-8.65644324699485,10.5760623738025,12.2140604323532,-7.04396225325976,-1.82534564069455,-1.23722509807588,-5.54403872429695,-1.16047139520034,10.5212439314684,3.20308520265078,-9.669514876469,-12.8635328786666,-11.1977974583432,8.83727970438324,11.874713471236,16.4483467020749
2.4812084621167,-1.27764893071719,-4.30314564443292,-5.06528397260248,7.31332437953833,9.18332782883889,-3.47493495608153,-1.24963569632555,-0.743098093197813,-2.11560125814436,-0.0481225684424938,3.20308520265078,12.3439093900098,-9.26167067852126,-10.4506559373409,-8.77638450943562,8.6419180123958,14.3916550282463,15.7341745972131
-23.6302868301788,35.0328744906023,47.9825202998033,40.4031209328237,-65.9772261794647,-66.5042333049022,29.6055235469163,11.0865700864131,1.1721759044059,35.2567081814513,1.50705831211555,-9.669514876469,-9.26167067852126,95.0955230931201,99.8264791378711,78.0545207076199,-70.2766801551258,-145.855038325801,-154.811035522521
-21.720872313425,37.9078696420055,61.7732028452032,52.0702219129141,-88.8724196042815,-87.8601746045967,37.0331361898526,14.8913537242254,2.20097427354365,44.0702498427864,2.02412474275969,-12.8635328786666,-10.4506559373409,99.8264791378711,118.663696964847,98.3099482286185,-65.2149505000465,-140.324302166633,-169.170836516889
